time_h,fixed_load_kwh,pvmax_kwh,ev_asap_kwh,ev_smart_kwh,grid_baseline_kw,grid_smart_kw,bess_ch_smart_kwh,bess_dch_smart_kwh,battery_energy_smart_kwh
0.0,7.947862106244991,0.0,0.0,0.0,7.947862106244991,7.947862106244991,0.0,0.0,3.2879999999999967
1.0,6.7154690777709645,0.0,0.0,0.0,13.005469077770965,13.005469077770965,6.29,0.0,8.948999999999998
2.0,6.654569006036254,0.0,0.0,0.0,6.654569006036254,6.654569006036254,0.0,0.0,8.948999999999998
3.0,6.9203680355048025,0.0,0.0,0.0,6.9203680355048025,11.590368035504806,4.670000000000004,0.0,13.152000000000001
4.0,6.67471531311648,1.262944,0.0,0.0,5.41177131311648,5.41177131311648,0.0,0.0,13.152000000000001
5.0,10.2597811357647,0.42119700000000004,0.0,0.0,9.8385841357647,9.8385841357647,0.0,0.0,13.152000000000001
6.0,13.464244604434544,2.4624820000000005,0.0,0.0,11.001762604434543,11.001762604434543,0.0,0.0,13.152000000000001
7.0,15.95454567534015,5.113888000000001,1.0858468677494197,0.0,11.92650454308957,10.840657675340148,0.0,0.0,13.152000000000001
8.0,13.46630714645038,9.505724,4.219580845156138,0.0,8.180163991606516,3.9605831464503787,0.0,0.0,13.152000000000001
9.0,11.335264391922166,23.995289,10.928814649654925,12.66002460807783,0.0,-3.552713678800501e-15,-0.0,0.0,13.152000000000001
10.0,12.001251418222983,17.802204999999997,9.08176245724178,5.800953581777017,3.2808088754647677,3.552713678800501e-15,0.0,0.0,13.152000000000001
11.0,12.885158912445569,16.552201,6.687768695662005,13.994481101308285,3.020726608107573,10.327439013753853,0.0,0.0,13.152000000000001
12.0,12.214513378433008,7.314335,6.687768695662005,10.759620908122002,14.526737115672102,15.65979928655501,0.0,0.0,13.152000000000001
13.0,12.018021485840144,8.143142000000001,6.687768695662005,11.784919800714867,10.562648181502148,15.65979928655501,0.0,0.0,13.152000000000001
14.0,11.885902341856175,5.945930000000001,5.195510945943315,0.0,11.135483287799492,5.9399723418561745,0.0,0.0,13.152000000000001
15.0,12.740412858104056,8.669153,3.847980997624703,0.0,7.919240855728761,4.071259858104057,0.0,0.0,13.152000000000001
16.0,13.393415084127886,4.228145,0.5771971496437054,0.0,9.742467233771592,9.165270084127886,-0.0,0.0,13.152000000000001
17.0,17.24983809335231,2.8694450000000002,0.0,0.0,14.380393093352309,14.380393093352309,0.0,0.0,13.152000000000001
18.0,17.566287517802852,1.264238,0.0,0.0,15.659799286555009,15.659799286555009,0.0,0.6422502312478429,12.438388631946843
19.0,18.149518424953893,0.0,0.0,0.0,11.859518424953894,11.859518424953894,0.0,6.29,5.449499743057954
20.0,17.605149055307166,0.0,0.0,0.0,15.65979928655501,15.65979928655501,0.0,1.9453497687521555,3.288000000000004
21.0,14.646402291214272,0.0,0.0,0.0,14.646402291214272,14.646402291214272,0.0,0.0,3.288000000000004
22.0,10.51916459287276,0.0,0.0,0.0,10.51916459287276,10.51916459287276,0.0,0.0,3.288000000000004
23.0,8.712060585002954,0.0,0.0,0.0,8.712060585002954,8.712060585002954,0.0,0.0,3.288000000000004
