day,sessions,building_load_kwh,ev_energy_kwh,pv_available_kwh,baseline_cost_eur,smart_cost_eur,cost_saving_eur,cost_saving_percent,baseline_import_kwh,smart_import_kwh,import_reduction_kwh,import_reduction_percent,baseline_export_kwh,smart_export_kwh,baseline_peak_kw,smart_peak_kw,peak_reduction_kw,peak_reduction_percent,baseline_pv_used_kwh,smart_pv_used_kwh,baseline_pv_util_percent,smart_pv_util_percent,smart_battery_throughput_kwh,smart_equivalent_cycles
183,5,290.98022253212145,55.0,115.550318,50.2116838575442,49.73915928777845,0.47252456976575274,0.9410649742525153,232.51230453212145,232.51230453212145,0.0,0.0,0.0,8.881784197001252e-16,15.659799286555016,15.659799286555018,-1.7763568394002505e-15,-1.1343420224583411e-14,115.550318,115.550318,100.0,100.0,19.83759999999998,0.6033333333333327
23,25,242.619286126688,288.0,148.646309,59.73338707342129,56.94663538631037,2.7867516871109217,4.665316707531729,382.4322689849875,381.9729771266881,0.459291858299423,0.1200975690462597,0.0,0.0,40.45468980542799,29.79393158773579,10.660758217692198,26.352342012672647,148.646309,148.646309,100.0,100.0,0.0,0.0
153,35,266.03806252662696,463.0,400.151384,43.71525526678954,36.96715916794677,6.7480960988427725,15.436478770762887,333.43941786299547,330.96907852662696,2.470339336368511,0.7408660176414807,1.971923495565524,9.769962616701378e-15,52.930335049123315,42.79888512370464,10.131449925418671,19.14110295356326,400.151384,400.151384,100.0,100.0,19.837600000000002,0.6033333333333334
