time_h,fixed_load_kwh,pvmax_kwh,ev_asap_kwh,ev_smart_kwh,grid_baseline_kw,grid_smart_kw,bess_ch_smart_kwh,bess_dch_smart_kwh,battery_energy_smart_kwh
0.0,1.9869655265612478,0.0,0.0,0.0,7.947862106244991,7.947862106244991,0.0,0.0,3.288000000000004
0.25,1.9869655265612478,0.0,0.0,0.0,7.947862106244991,7.947862106244991,0.0,0.0,3.288000000000004
0.5,1.9869655265612478,0.0,0.0,0.0,7.947862106244991,7.947862106244991,-0.0,0.0,3.288000000000004
0.75,1.9869655265612478,0.0,0.0,0.0,7.947862106244991,7.947862106244991,0.0,0.0,3.288000000000004
1.0,1.6788672694427411,0.0,0.0,0.0,13.005469077770965,13.005469077770965,1.5725,0.0,4.703250000000004
1.25,1.6788672694427411,0.0,0.0,0.0,13.005469077770965,13.005469077770965,1.5725,0.0,6.1185000000000045
1.5,1.6788672694427411,0.0,0.0,0.0,13.005469077770965,13.005469077770965,1.5725,0.0,7.533750000000004
1.75,1.6788672694427411,0.0,0.0,0.0,13.005469077770965,13.005469077770965,1.5725,0.0,8.949000000000005
2.0,1.6636422515090634,0.0,0.0,0.0,6.654569006036254,6.654569006036254,0.0,0.0,8.949000000000005
2.25,1.6636422515090634,0.0,0.0,0.0,6.654569006036254,6.654569006036254,0.0,0.0,8.949000000000005
2.5,1.6636422515090634,0.0,0.0,0.0,6.654569006036254,6.654569006036254,0.0,0.0,8.949000000000005
2.75,1.6636422515090634,0.0,0.0,0.0,6.654569006036254,6.654569006036254,0.0,0.0,8.949000000000005
3.0,1.7300920088762006,0.0,0.0,0.0,6.9203680355048025,6.9203680355048025,0.0,0.0,8.949000000000005
3.25,1.7300920088762006,0.0,0.0,0.0,6.9203680355048025,13.210368035504803,1.5725,0.0,10.364250000000006
3.5,1.7300920088762006,0.0,0.0,0.0,6.9203680355048025,13.020368035504788,1.5249999999999966,0.0,11.73675
3.75,1.7300920088762006,0.0,0.0,0.0,6.9203680355048025,13.210368035504803,1.5725,0.0,13.152000000000001
4.0,1.66867882827912,0.315736,0.0,0.0,5.41177131311648,5.41177131311648,0.0,0.0,13.152000000000001
4.25,1.66867882827912,0.315736,0.0,0.0,5.41177131311648,5.41177131311648,0.0,0.0,13.152000000000001
4.5,1.66867882827912,0.315736,0.0,0.0,5.41177131311648,5.41177131311648,0.0,0.0,13.152000000000001
4.75,1.66867882827912,0.315736,0.0,0.0,5.41177131311648,5.41177131311648,0.0,0.0,13.152000000000001
5.0,2.564945283941175,0.10529925000000001,0.0,0.0,9.8385841357647,9.8385841357647,0.0,0.0,13.152000000000001
5.25,2.564945283941175,0.10529925000000001,0.0,0.0,9.8385841357647,9.8385841357647,0.0,0.0,13.152000000000001
5.5,2.564945283941175,0.10529925000000001,0.0,0.0,9.8385841357647,9.8385841357647,0.0,0.0,13.152000000000001
5.75,2.564945283941175,0.10529925000000001,0.0,0.0,9.8385841357647,9.8385841357647,0.0,0.0,13.152000000000001
6.0,3.366061151108636,0.6156205000000001,0.0,0.0,11.001762604434543,11.001762604434543,0.0,0.0,13.152000000000001
6.25,3.366061151108636,0.6156205000000001,0.0,0.0,11.001762604434543,11.001762604434543,0.0,0.0,13.152000000000001
6.5,3.366061151108636,0.6156205000000001,0.0,0.0,11.001762604434543,11.001762604434543,0.0,0.0,13.152000000000001
6.75,3.366061151108636,0.6156205000000001,0.0,0.0,11.001762604434543,11.001762604434543,0.0,0.0,13.152000000000001
7.0,3.9886364188350374,1.2784720000000003,0.0,0.0,10.840657675340148,10.840657675340148,0.0,0.0,13.152000000000001
7.25,3.9886364188350374,1.2784720000000003,0.18097447795823665,0.0,11.564555587173095,10.840657675340148,0.0,0.0,13.152000000000001
7.5,3.9886364188350374,1.2784720000000003,0.4524361948955916,0.0,12.650402454922515,10.840657675340148,0.0,0.0,13.152000000000001
7.75,3.9886364188350374,1.2784720000000003,0.4524361948955916,0.0,12.650402454922515,10.840657675340148,0.0,0.0,13.152000000000001
8.0,3.366576786612595,2.376431,0.6491575063710014,0.0,6.557213171934386,3.9605831464503787,0.0,0.0,13.152000000000001
8.25,3.366576786612595,2.376431,1.1901411129283785,0.0,8.721147598163892,3.9605831464503787,0.0,0.0,13.152000000000001
8.5,3.366576786612595,2.376431,1.1901411129283785,0.0,8.721147598163892,3.9605831464503787,0.0,0.0,13.152000000000001
8.75,3.366576786612595,2.376431,1.1901411129283785,0.0,8.721147598163892,3.9605831464503787,0.0,0.0,13.152000000000001
9.0,2.8338160979805416,5.99882225,1.9724055626512604,3.1650061520194583,0.0,0.0,0.0,0.0,13.152000000000001
