time_h,fixed_load_kwh,pvmax_kwh,ev_asap_kwh,ev_smart_kwh,grid_baseline_kw,grid_smart_kw,bess_ch_smart_kwh,bess_dch_smart_kwh,battery_energy_smart_kwh
0.0,1.6098653641376364,0.0,0.0,0.0,6.4394614565505455,6.4394614565505455,0.0,0.0,3.2880000000000003
0.25,1.6098653641376364,0.0,0.0,0.0,6.4394614565505455,6.4394614565505455,0.0,0.0,3.2880000000000003
0.5,1.6098653641376364,0.0,0.0,0.0,6.4394614565505455,6.4394614565505455,0.0,0.0,3.2880000000000003
0.75,1.6098653641376364,0.0,0.0,0.0,6.4394614565505455,6.4394614565505455,0.0,0.0,3.2880000000000003
1.0,1.4822710284076066,0.0,0.0,0.0,5.929084113630426,5.929084113630426,0.0,0.0,3.2880000000000003
1.25,1.4822710284076066,0.0,0.0,0.0,5.929084113630426,5.929084113630426,0.0,0.0,3.2880000000000003
1.5,1.4822710284076066,0.0,0.0,0.0,5.929084113630426,5.929084113630426,0.0,0.0,3.2880000000000003
1.75,1.4822710284076066,0.0,0.0,0.0,5.929084113630426,5.929084113630426,0.0,0.0,3.2880000000000003
2.0,1.3584717746158494,0.0,0.0,0.0,5.433887098463398,5.433887098463398,0.0,0.0,3.2880000000000003
2.25,1.3584717746158494,0.0,0.0,0.0,5.433887098463398,5.433887098463398,0.0,0.0,3.2880000000000003
2.5,1.3584717746158494,0.0,0.0,0.0,5.433887098463398,5.433887098463398,0.0,0.0,3.2880000000000003
2.75,1.3584717746158494,0.0,0.0,0.0,5.433887098463398,5.433887098463398,0.0,0.0,3.2880000000000003
3.0,1.3645855508434581,0.0,0.0,0.0,11.748342203373833,5.4583422033738325,0.0,0.0,3.2880000000000003
3.25,1.3645855508434581,0.0,0.0,0.0,5.4583422033738325,5.4583422033738325,0.0,0.0,3.2880000000000003
3.5,1.3645855508434581,0.0,0.0,0.0,8.837644483362082,5.4583422033738325,0.0,0.0,3.2880000000000003
3.75,1.3645855508434581,0.0,0.0,0.0,5.4583422033738325,5.4583422033738325,0.0,0.0,3.2880000000000003
4.0,1.4398701595687118,0.0,0.0,0.0,5.759480638274847,5.759480638274847,0.0,0.0,3.2880000000000003
4.25,1.4398701595687118,0.0,0.0,0.0,5.759480638274847,5.759480638274847,0.0,0.0,3.2880000000000003
4.5,1.4398701595687118,0.0,0.0,0.0,5.759480638274847,5.759480638274847,0.0,0.0,3.2880000000000003
4.75,1.4398701595687118,0.0,0.0,0.0,5.759480638274847,5.759480638274847,0.0,0.0,3.2880000000000003
5.0,1.8140971254102947,0.0,0.0,0.0,7.256388501641179,7.256388501641179,0.0,0.0,3.2880000000000003
5.25,1.8140971254102947,0.0,0.0,0.0,7.256388501641179,7.256388501641179,0.0,0.0,3.2880000000000003
5.5,1.8140971254102947,0.0,0.0,0.0,7.256388501641179,7.256388501641179,0.0,0.0,3.2880000000000003
5.75,1.8140971254102947,0.0,0.0,0.0,7.256388501641179,7.256388501641179,0.0,0.0,3.2880000000000003
6.0,3.067332216607524,0.0,0.0,0.0,12.269328866430095,12.269328866430095,0.0,0.0,3.2880000000000003
6.25,3.067332216607524,0.0,0.0,0.0,12.269328866430095,12.269328866430095,0.0,0.0,3.2880000000000003
6.5,3.067332216607524,0.0,0.0,0.0,12.269328866430095,12.269328866430095,0.0,0.0,3.2880000000000003
6.75,3.067332216607524,0.0,0.0,0.0,12.269328866430095,12.269328866430095,0.0,0.0,3.2880000000000003
7.0,3.7398447442385154,0.17485175,0.0,0.0,14.259971976954061,14.259971976954061,0.0,0.0,3.2880000000000003
7.25,3.7398447442385154,0.17485175,0.0,0.0,14.259971976954061,14.259971976954061,0.0,0.0,3.2880000000000003
7.5,3.7398447442385154,0.17485175,0.5486935866983373,0.0,16.45474632374741,14.259971976954061,0.0,0.0,3.2880000000000003
7.75,3.7398447442385154,0.17485175,1.5153128669385558,0.0,20.321223444708284,14.259971976954061,0.0,0.0,3.2880000000000003
8.0,2.9487146953431744,1.94407325,2.509331859816227,0.0,14.055893220637607,4.018565781372698,0.0,0.0,3.2880000000000003
8.25,2.9487146953431744,1.94407325,3.522914448384349,0.0,18.110223574910094,4.018565781372698,0.0,0.0,3.2880000000000003
8.5,2.9487146953431744,1.94407325,4.484585918474547,0.0,21.956909455270885,4.018565781372698,0.0,0.0,3.2880000000000003
8.75,2.9487146953431744,1.94407325,5.536060181343114,0.0,26.162806506745152,4.018565781372698,0.0,0.0,3.2880000000000003
9.0,2.680088921863066,2.79131975,6.2287704972928655,7.55971372507086,24.470158676623726,29.793931587735706,0.0,0.0,3.2880000000000003
9.25,2.680088921863066,2.79131975,8.3607664589259,7.559713725070864,32.99814252315586,29.79393158773572,0.0,0.0,3.2880000000000003
9.5,2.680088921863066,2.79131975,9.527314812307315,7.559713725070861,37.664335936681525,29.793931587735706,0.0,0.0,3.2880000000000003
9.75,2.680088921863066,2.79131975,9.810623454282625,7.559713725070861,38.797570504582765,29.793931587735706,0.0,0.0,3.2880000000000003
10.0,2.09149721559896,6.126443,10.445479055793143,11.483428681334967,25.64213308556841,29.793931587735706,0.0,0.0,3.2880000000000003
10.25,2.09149721559896,6.126443,12.193397559074562,11.483428681334967,32.633807098694085,29.793931587735706,0.0,0.0,3.2880000000000003
10.5,2.09149721559896,6.126443,11.517820598360258,11.483428681334967,29.93149925583687,29.793931587735706,0.0,0.0,3.2880000000000003
10.75,2.09149721559896,6.126443,10.60330059917415,11.483428681334967,26.273419259092435,29.793931587735706,0.0,0.0,3.2880000000000003
11.0,2.143084203822104,7.67940475,9.319948393020038,12.984803443111822,15.134511387368569,29.793931587735706,0.0,0.0,3.2880000000000003
11.25,2.143084203822104,7.67940475,9.789020557968492,12.984803443111822,17.010800047162384,29.793931587735706,0.0,0.0,3.2880000000000003
11.5,2.143084203822104,7.67940475,9.282263801211736,12.984803443111844,14.98377302013536,29.79393158773579,0.0,0.0,3.2880000000000003
11.75,2.143084203822104,7.67940475,8.602652150726296,12.984803443111822,12.265326418193602,29.793931587735706,0.0,0.0,3.2880000000000003
12.0,2.1626152207209848,7.507949750000001,8.554108461405908,12.793817426212943,12.835095728507572,29.79393158773571,0.0,0.0,3.2880000000000003
12.25,2.1626152207209848,7.507949750000001,9.155748914644535,12.793817426212943,15.241657541462079,29.79393158773571,0.0,0.0,3.2880000000000003
