time_h,fixed_load_kwh,pvmax_kwh,ev_asap_kwh,ev_smart_kwh,grid_baseline_kw,grid_smart_kw,bess_ch_smart_kwh,bess_dch_smart_kwh,battery_energy_smart_kwh
12.5,2.1626152207209848,7.507949750000001,8.46510391747842,12.793817426212943,12.479077552797616,29.79393158773571,0.0,0.0,3.2880000000000003
12.75,2.1626152207209848,7.507949750000001,9.337739052613555,12.793817426212943,15.969618093338159,29.79393158773571,0.0,0.0,3.2880000000000003
13.0,2.0657891506581483,6.5020265,10.556218966185899,11.884720246275798,24.479926467376185,29.79393158773578,0.0,0.0,3.2880000000000003
13.25,2.0657891506581483,6.5020265,14.465329881678857,11.884720246275778,40.11637012934803,29.793931587735702,0.0,0.0,3.2880000000000003
13.5,2.0657891506581483,6.5020265,13.396836730993925,11.88472024627578,35.842397526608295,29.79393158773571,0.0,0.0,3.2880000000000003
13.75,2.0657891506581483,6.5020265,13.232453169350089,11.88472024627578,35.18486328003294,29.79393158773571,0.0,0.0,3.2880000000000003
14.0,2.0536973600210917,3.9900490000000004,13.622524091335906,9.384834536912836,40.45468980542799,29.793931587735706,0.0,0.0,3.2880000000000003
14.25,2.0536973600210917,3.9900490000000004,12.435557803033527,9.384834536912834,40.45468980542799,29.7939315877357,0.0,0.0,3.2880000000000003
14.5,2.0536973600210917,3.9900490000000004,9.707203380140571,9.384834536912836,31.08340696064665,29.793931587735706,0.0,0.0,3.2880000000000003
14.75,2.0536973600210917,3.9900490000000004,8.062910840732236,9.384834536912841,24.50623680301331,29.793931587735727,0.0,0.0,3.2880000000000003
15.0,1.9852604558531282,0.4454595,6.2553758441674825,5.908681941080799,31.180707200082445,29.793931587735706,0.0,0.0,3.2880000000000003
15.25,1.9852604558531282,0.4454595,3.338369231319664,5.908681941080797,19.512680748691167,29.7939315877357,0.0,0.0,3.2880000000000003
15.5,1.9852604558531282,0.4454595,2.292566149589759,5.908681941080799,15.329468421771548,29.793931587735706,0.0,0.0,3.2880000000000003
15.75,1.9852604558531282,0.4454595,1.6797267322187828,5.908681941080799,12.878110752287643,29.793931587735706,0.0,0.0,3.2880000000000003
16.0,2.268498561922094,0.0,1.6797267322187828,0.0,15.792901176563507,9.073994247688375,0.0,0.0,3.2880000000000003
16.25,2.268498561922094,0.0,1.5024217676797758,0.0,15.083681318407478,9.073994247688375,0.0,0.0,3.2880000000000003
16.5,2.268498561922094,0.0,1.1478118386017615,0.0,13.66524160209542,9.073994247688375,0.0,0.0,3.2880000000000003
16.75,2.268498561922094,0.0,1.1478118386017615,0.0,13.66524160209542,9.073994247688375,0.0,0.0,3.2880000000000003
17.0,2.872873874019066,0.0,1.1478118386017615,0.0,16.08274285048331,11.491495496076263,0.0,0.0,3.2880000000000003
17.25,2.872873874019066,0.0,1.1478118386017615,0.0,16.08274285048331,11.491495496076263,0.0,-0.0,3.2880000000000003
17.5,2.872873874019066,0.0,0.9318324571584625,0.0,15.218825324710114,11.491495496076263,0.0,0.0,3.2880000000000003
17.75,2.872873874019066,0.0,0.5215231788079471,0.0,13.57758821130805,11.491495496076263,0.0,0.0,3.2880000000000003
18.0,3.7588373752548865,0.0,0.4172185430463577,0.0,16.704223673204975,15.035349501019546,0.0,0.0,3.2880000000000003
18.25,3.7588373752548865,0.0,0.0,0.0,15.035349501019546,15.035349501019546,0.0,0.0,3.2880000000000003
18.5,3.7588373752548865,0.0,0.0,0.0,15.035349501019546,15.035349501019546,0.0,0.0,3.2880000000000003
18.75,3.7588373752548865,0.0,0.0,0.0,15.035349501019546,15.035349501019546,0.0,0.0,3.2880000000000003
19.0,3.9987142024691336,0.0,0.0,0.0,15.994856809876534,15.994856809876534,0.0,0.0,3.2880000000000003
19.25,3.9987142024691336,0.0,0.0,0.0,15.994856809876534,15.994856809876534,0.0,0.0,3.2880000000000003
19.5,3.9987142024691336,0.0,0.0,0.0,15.994856809876534,15.994856809876534,0.0,0.0,3.2880000000000003
19.75,3.9987142024691336,0.0,0.0,0.0,15.994856809876534,15.994856809876534,0.0,0.0,3.2880000000000003
20.0,4.376378193885497,0.0,0.0,0.0,17.505512775541987,17.505512775541987,0.0,0.0,3.2880000000000003
20.25,4.376378193885497,0.0,0.0,0.0,17.505512775541987,17.505512775541987,0.0,0.0,3.2880000000000003
20.5,4.376378193885497,0.0,0.0,0.0,17.505512775541987,17.505512775541987,0.0,0.0,3.2880000000000003
20.75,4.376378193885497,0.0,0.0,0.0,17.505512775541987,17.505512775541987,0.0,0.0,3.2880000000000003
21.0,4.091627056811789,0.0,0.0,0.0,16.366508227247156,16.366508227247156,0.0,0.0,3.2880000000000003
21.25,4.091627056811789,0.0,0.0,0.0,16.366508227247156,16.366508227247156,0.0,0.0,3.2880000000000003
21.5,4.091627056811789,0.0,0.0,0.0,16.366508227247156,16.366508227247156,0.0,0.0,3.2880000000000003
21.75,4.091627056811789,0.0,0.0,0.0,16.366508227247156,16.366508227247156,0.0,0.0,3.2880000000000003
22.0,3.161042112585374,0.0,0.0,0.0,12.644168450341496,12.644168450341496,0.0,0.0,3.2880000000000003
22.25,3.161042112585374,0.0,0.0,0.0,12.644168450341496,12.644168450341496,0.0,0.0,3.2880000000000003
22.5,3.161042112585374,0.0,0.0,0.0,12.644168450341496,12.644168450341496,0.0,0.0,3.2880000000000003
22.75,3.161042112585374,0.0,0.0,0.0,12.644168450341496,12.644168450341496,0.0,0.0,3.2880000000000003
23.0,2.1197649670139107,0.0,0.0,0.0,8.479059868055643,8.479059868055643,0.0,0.0,3.2880000000000003
23.25,2.1197649670139107,0.0,0.0,0.0,8.479059868055643,8.479059868055643,0.0,0.0,3.2880000000000003
23.5,2.1197649670139107,0.0,0.0,0.0,8.479059868055643,8.479059868055643,0.0,0.0,3.2880000000000003
23.75,2.1197649670139107,0.0,0.0,0.0,8.479059868055643,8.479059868055643,0.0,0.0,3.2880000000000003
